start,end,activity,BedPressureRight_5,CouchSeatPressure_6,Freezer_7,UpstairBathroomtToiletFlush_8,DownstairToiletFlush_10,UpstairBathroomtDoor2_11,CutleryDrawer2_13,KeysSensor_15,UpstairBathroomtDoor1_16,CutleryDrawer1_18,PansCupboard_20,Microwave_21,LeftoverCupboard_22,PlatesAndHerbsCupboard_23,DownstairToiletDoor_25,CupsBowlTunaCupboard_27,Frontdoor_28,BedroomDoor_29,Fridge_30,BathtubPIR_35,BedroomDresserPIR_36,UpstairBathroomSinkFloat_38,BedPressureLeft_39,one_hot_0,one_hot_1,one_hot_2,one_hot_3,one_hot_4,one_hot_5,one_hot_6,one_hot_7,one_hot_8,one_hot_9,one_hot_10,one_hot_11,one_hot_12,one_hot_13,one_hot_14,one_hot_15,one_hot_16,one_hot_17,one_hot_18,one_hot_19,one_hot_20,one_hot_21,one_hot_22,one_hot_23,one_hot_24,unary_0,unary_1,unary_2,unary_3,unary_4,unary_5,unary_6,time_of_the_day
19-Nov-2008 22:50:00,19-Nov-2008 22:50:59,leaveHouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04117236566643417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04117236566643417,0.0,0.04312865497076034,0.0,0.0,0.0,0.0,0.0,0.0,0.03913700860665282
19-Nov-2008 22:51:00,19-Nov-2008 22:51:59,useToilet,0.0,0.0006978367062106326,0.0007178750897342688,0.0007374631268435372,0.0007262164124908037,0.00073046018991953,0.00073046018991953,0.0007374631268435372,0.0007158196134572918,0.0007204610951007468,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007002801120447034,0.0007178750897342688,0.0007168458781360836,0.0,0.0007158196134572917,0.0007320644216689871,0.0007374631268435372,0.0007374631268435372,0.0007062146892654213,0.0007374631268435372,0.0007147962830592113,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.0007374631268435372,0.000699300699300585,0.0007374631268435372,0.0007374631268435372,0.0007215007215006035,0.0,0.0006978367062106326,0.0,0.0006997900629809912,0.0006997900629809912,0.0007147962830592115,0.0007147962830592115,0.0007147962830592115,0.0007331378299119035,0.0
19-Nov-2008 22:58:00,19-Nov-2008 22:58:59,idle,0.0,0.005582693649685953,0.005743000717875068,0.005899705014749242,0.005809731299927358,0.005843681519357174,0.005843681519357174,0.005899705014749242,0.00572655690765925,0.005763688760806895,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005602240896358523,0.0050251256281408,0.005734767025089586,0.00488485694347532,0.005726556907659249,0.0058565153733528335,0.005899705014749242,0.005899705014749242,0.005649717514124274,0.005899705014749242,0.005718370264474605,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.005899705014749242,0.0055944055944055745,0.005899705014749242,0.005899705014749242,0.005772005772005751,0.00488485694347532,0.005582693649685953,0.005116959064327583,0.005598320503848825,0.005598320503848825,0.005718370264474606,0.005718370264474606,0.005718370264474606,0.005865102639296166,0.0041870202372646876
19-Nov-2008 23:00:00,19-Nov-2008 23:00:59,getDrink,0.0,0.0069783670621075536,0.00717875089734395,0.00737463126843667,0.0014524328249819556,0.007304601899196584,0.007304601899196584,0.00737463126843667,0.007158196134574177,0.007204610951008735,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.007002801120448265,0.006460875807609682,0.0071684587813620965,0.006280530355896921,0.007158196134574176,0.007320644216691159,0.00737463126843667,0.00737463126843667,0.007062146892655455,0.00737463126843667,0.00714796283059337,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.00737463126843667,0.006993006993007081,0.00737463126843667,0.00737463126843667,0.007215007215007304,0.006280530355896921,0.0069783670621075536,0.006578947368421261,0.0013995801259623181,0.006997900629811144,0.007147962830593371,0.007147962830593371,0.007147962830593371,0.007331378299120325,0.0006978367062109674
19-Nov-2008 23:02:00,19-Nov-2008 23:02:59,idle,0.0,0.008374040474529153,0.008614501076812832,0.008849557522124098,0.002904865649963911,0.008765522279035995,0.008765522279035995,0.008849557522124098,0.008589835361489103,0.008645533141210573,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.0014005602240897428,0.007896625987078564,0.008602150537634608,0.00767620376831852,0.008589835361489103,0.0014641288433383255,0.008849557522124098,0.008849557522124098,0.008474576271186637,0.008849557522124098,0.008577555396712136,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008849557522124098,0.008391608391608586,0.008849557522124098,0.008849557522124098,0.008658008658008857,0.00767620376831852,0.008374040474529153,0.00804093567251494,0.0013995801259623181,0.008397480755773462,0.008577555396712138,0.008577555396712138,0.008577555396712138,0.008797653958944484,0.0006978367062109674
19-Nov-2008 23:17:00,19-Nov-2008 23:17:59,idle,0.0,0.01046755059316094,0.019382627422828355,0.01991150442477869,0.013798111837327475,0.019722425127830463,0.019722425127830463,0.01991150442477869,0.01932712956334997,0.01945244956772327,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.010504201680672006,0.018664752333094087,0.01935483870967735,0.018143754361479462,0.019327129563349966,0.012445095168374654,0.01991150442477869,0.01991150442477869,0.019067796610169423,0.01991150442477869,0.019299499642601792,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.01991150442477869,0.018881118881118816,0.01991150442477869,0.01991150442477869,0.01948051948051941,0.018143754361479462,0.018841591067690094,0.01900584795321642,0.011896431070678642,0.018894331700489785,0.019299499642601792,0.019299499642601792,0.019299499642601792,0.01979472140762456,0.009769713886950308
19-Nov-2008 23:19:00,19-Nov-2008 23:19:59,idle,0.0,0.0013956734124216,0.02081837760229724,0.021386430678466118,0.01525054466230943,0.021183345507669874,0.021183345507669874,0.021386430678466118,0.020758768790264896,0.02089337175792511,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.01190476190476175,0.02010050251256297,0.02078853046594986,0.01953942777390106,0.020758768790264892,0.013909224011712979,0.021386430678466118,0.021386430678466118,0.020480225988700605,0.021386430678466118,0.020729092208720556,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.021386430678466118,0.02027972027972032,0.021386430678466118,0.021386430678466118,0.020923520923520962,0.01953942777390106,0.02023726448011169,0.020467836257310097,0.0013995801259623181,0.020293911826452102,0.02072909220872056,0.02072909220872056,0.02072909220872056,0.02126099706744872,0.0006978367062109674
19-Nov-2008 23:21:00,19-Nov-2008 23:21:59,idle,0.0,0.0013956734124216,0.02225412778176612,0.022861356932153548,0.016702977487291385,0.02264426588750928,0.02264426588750928,0.022861356932153548,0.022190408017179822,0.02233429394812695,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.013305322128851492,0.02153625269203185,0.022222222222222376,0.02093510118632266,0.02219040801717982,0.015373352855051306,0.022861356932153548,0.022861356932153548,0.021892655367231787,0.022861356932153548,0.022158684774839323,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.022861356932153548,0.021678321678321826,0.022861356932153548,0.022861356932153548,0.022366522366522517,0.02093510118632266,0.02163293789253329,0.021929824561403775,0.0013995801259623181,0.02169349195241442,0.022158684774839326,0.022158684774839326,0.022158684774839326,0.022727272727272877,0.0006978367062109674
19-Nov-2008 23:23:00,19-Nov-2008 23:23:59,idle,0.0,0.0013956734124214883,0.02368987796123489,0.024336283185840857,0.018155410312273225,0.024105186267348578,0.024105186267348578,0.024336283185840857,0.023622047244094634,0.023775216138328673,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.014705882352941122,0.02297200287150062,0.023655913978494772,0.02233077459874415,0.02362204724409463,0.016837481698389514,0.024336283185840857,0.024336283185840857,0.023305084745762854,0.024336283185840857,0.02358827734095797,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.024336283185840857,0.02307692307692322,0.024336283185840857,0.024336283185840857,0.023809523809523954,0.02233077459874415,0.02302861130495478,0.02339181286549734,0.0027991602519245244,0.023093072078376627,0.02358827734095798,0.02358827734095798,0.02358827734095798,0.02419354838709692,0.0006978367062108557
20-Nov-2008 00:14:00,20-Nov-2008 00:14:59,getDrink,0.0,0.9692951849267272,0.9734386216798276,1.0,0.9905591866376181,0.9905040175310446,0.9905040175310446,1.0,0.9706513958482463,0.9769452449567723,1.0,1.0,1.0,0.9579831932773111,0.9741564967695618,0.9720430107526883,0.9455687369155619,0.9706513958482462,1.0,1.0,1.0,0.9576271186440678,1.0,0.969263759828449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9482517482517483,1.0,1.0,0.9783549783549784,0.9455687369155619,0.9462665736217725,0.9904970760233918,0.9692092372288315,0.9489153254023793,0.9692637598284491,0.9692637598284491,0.9692637598284491,0.9941348973607038,0.9685973482205166
20-Nov-2008 00:15:00,20-Nov-2008 00:15:59,getDrink,0.0,0.0006978367062107459,0.9727207465900931,0.9992625368731562,0.9898329702251271,0.9897735573411248,0.9897735573411248,0.9992625368731562,0.9699355762347889,0.9762247838616713,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9572829131652663,0.9734386216798275,0.971326164874552,0.944870900209351,0.9699355762347887,0.9992679355783307,0.9992625368731562,0.9992625368731562,0.9569209039548021,0.9992625368731562,0.0007147962830593274,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9992625368731562,0.9475524475524475,0.9992625368731562,0.9992625368731562,0.9776334776334775,1.1329912702473521e-16,0.9455687369155616,0.9897660818713448,0.0006997900629811049,0.0006997900629811049,0.9685489635453897,0.9685489635453897,0.9685489635453897,0.9934017595307917,1.1329912702473521e-16
20-Nov-2008 00:16:00,20-Nov-2008 00:16:59,idle,0.0,0.0013956734124214952,0.9720028715003588,0.9985250737463126,0.9891067538126362,0.9890430971512052,0.9890430971512052,0.9985250737463126,0.9692197566213314,0.9755043227665705,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.0007002801120448206,0.972720746590093,0.9706093189964159,0.9441730635031403,0.9692197566213313,0.9985358711566616,0.9985250737463126,0.9985250737463126,0.9562146892655367,0.9985250737463126,0.0014295925661186584,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9985250737463126,0.9468531468531469,0.9985250737463126,0.9985250737463126,0.9769119769119768,0.0006978367062108626,0.9448709002093509,0.9890350877192982,0.0006997900629811084,0.0006997900629811084,0.9678341672623304,0.9678341672623304,0.9678341672623304,0.9926686217008797,1.1687699419393738e-16
20-Nov-2008 00:38:00,20-Nov-2008 00:38:59,idle,0.0,0.015352407536636428,0.9562096195262023,0.9823008849557522,0.9731299927378358,0.9729729729729729,0.9729729729729729,0.9823008849557522,0.9534717251252685,0.9596541786743514,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.016106442577030818,0.9569274946159365,0.9548387096774194,0.9288206559665039,0.9534717251252683,0.9824304538799413,0.9823008849557522,0.9823008849557522,0.9406779661016949,0.9823008849557522,0.01715511079342388,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9314685314685315,0.9823008849557522,0.9823008849557522,0.9610389610389609,0.016050244242847293,0.9295184926727145,0.9729532163742689,0.016095171448565437,0.016095171448565437,0.9521086490350252,0.9521086490350252,0.9521086490350252,0.9765395894428152,0.014654570830425796
20-Nov-2008 00:39:00,20-Nov-2008 00:39:59,getSnack,0.0,0.0006978367062107407,0.9554917444364678,0.9815634218289084,0.9724037763253448,0.9722425127830532,0.9722425127830532,0.9815634218289084,0.9527559055118109,0.9589337175792505,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.0007002801120448119,0.9562096195262021,0.9541218637992831,0.928122819260293,0.9527559055118108,0.9816983894582723,0.9815634218289084,0.9815634218289084,0.9399717514124292,0.9815634218289084,0.000714796283059322,0.0007374631268436515,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9815634218289084,0.9307692307692307,0.9815634218289084,0.9815634218289084,0.9603174603174601,0.016748080949058032,0.9288206559665036,0.972222222222222,0.0006997900629810997,0.01679496151154653,0.9513938527519658,0.9513938527519658,0.9513938527519658,0.975806451612903,1.0809495659680479e-16
