start,end,activity,time_of_the_day,BedPressureBedroom_1,CabinetMagneticBathroom_2,BasinPIRBathroom_3,ToiletFlushBathroom_4,ShowerPIRBathroom_5,FridgeMagneticKitchen_6,CupboardMagneticKitchen_7,ToasterElectricKitchen_8,CooktopPIRKitchen_9,MicrowaveElectricKitchen_10,SeatPressureLiving_11,MaindoorMagneticEntrance_12,one_hot_0,one_hot_1,one_hot_2,one_hot_3,one_hot_4,one_hot_5,one_hot_6,one_hot_7,one_hot_8,one_hot_9,one_hot_10,one_hot_11,one_hot_12,one_hot_13,one_hot_14,one_hot_15,one_hot_16,one_hot_17,one_hot_18,one_hot_19,one_hot_20,one_hot_21,one_hot_22,one_hot_23,one_hot_24,unary_0,unary_1,unary_2,unary_3,unary_4,unary_5,unary_6
28-Nov-2011 10:18:00,28-Nov-2011 10:18:59,goToBed,0.42827151854443646,0.07583547557840628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07412060301507546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0734394124847001,0.04354243542435436,0.04354243542435436,0.04354243542435436,0.04354243542435436,0.04354243542435436,0.0
28-Nov-2011 10:20:00,28-Nov-2011 10:20:59,idle,0.4296710986703989,0.0012853470437023088,0.0025773195876292693,0.0014749262536875463,0.0014760147601478326,0.002642007926024192,0.0015974440894571187,0.0017452006980805518,0.002688172043011173,0.0021978021978025413,0.0022573363431154765,0.0014749262536875463,0.001611603545528052,0.0014869888475838755,0.0015302218821731544,0.0025542784163477814,0.0024479804161570526,0.0024479804161570526,0.0024479804161570526,0.0024479804161570526,0.0024479804161570526,0.0024479804161570526,0.0024479804161570526,0.0012562814070356731,0.0024721878862797434,0.002296211251435491,0.002047082906858048,0.002072538860103951,0.0019512195121954266,0.0015186028853457195,0.0017226528854438522,0.0017316017316020024,0.0014760147601478326,0.0014357501794689967,0.0014869888475838758,0.0014524328249820714,0.0015048908954103176,0.0014749262536875463,0.0024479804161570526,0.0007380073800741521,0.0007380073800741521,0.0007380073800741521,0.0007380073800741521,0.0007380073800741521,0.0024479804161570526
28-Nov-2011 10:21:00,28-Nov-2011 10:21:59,useToilet,0.43037088873338,1.0278236595162582e-16,0.003865979381443698,0.0022123893805312015,0.0022140221402216307,0.003963011889036076,0.00239616613418555,0.0026178010471206883,0.004032258064516545,0.0032967032967036363,0.003386004514673035,0.0022123893805312015,0.0024174053182919493,0.002230483271375694,0.002295332823259609,0.003831417624521468,0.003671970624235383,0.003671970624235383,0.003671970624235383,0.003671970624235383,0.003671970624235383,0.003671970624235383,0.003671970624235383,0.002512562814070844,0.0037082818294194176,0.003444316877153053,0.0030706243602869076,0.0031088082901557603,0.002926829268292984,0.0022779043280184577,0.0025839793281656406,0.002597402597402865,0.0022140221402216307,0.0021536252692033802,0.0022304832713756946,0.0021786492374729913,0.002257336343115356,0.0022123893805312015,0.003671970624235383,1.1806961658367143e-16,1.1806961658367143e-16,1.1806961658367143e-16,1.1806961658367143e-16,1.1806961658367143e-16,0.003671970624235383
28-Nov-2011 10:22:00,28-Nov-2011 10:22:59,useToilet,0.43107067879636113,0.0012853470437020004,0.0012886597938145316,0.0007374631268437143,0.0029520295202954882,0.005284015852048067,0.003194888178914046,0.003490401396160894,0.0053763440860220245,0.00439560439560482,0.0045146726862306825,0.002949852507374916,0.0032232070910559107,0.002973977695167573,0.0030604437643461254,0.005108556832695257,0.004895960832313811,0.004895960832313811,0.004895960832313811,0.004895960832313811,0.004895960832313811,0.004895960832313811,0.004895960832313811,0.003768844221106116,0.00494437577255919,0.004592422502870707,0.00409416581371585,0.004145077720207653,0.0039024390243906195,0.0030372057706912568,0.003445305770887498,0.003463203463203797,0.0029520295202954882,0.0028715003589378212,0.0029739776951675733,0.002904865649963969,0.0030097817908204547,0.002949852507374916,0.004895960832313811,0.0007380073800739752,0.0007380073800739752,0.0007380073800739752,0.0007380073800739752,0.0007380073800739752,0.004895960832313811
28-Nov-2011 10:23:00,28-Nov-2011 10:23:59,useToilet,0.43177046885934217,0.0025706940874036925,0.0012886597938143256,0.0014749262536873106,0.0036900369003692274,0.006605019815059846,0.0039936102236424135,0.004363001745200961,0.006720430107527289,0.005494505494505826,0.005643340857788151,0.0036873156342185124,0.004029008863819744,0.0037174721189593323,0.003825554705432519,0.006385696040868841,0.006119951040392044,0.006119951040392044,0.006119951040392044,0.006119951040392044,0.006119951040392044,0.006119951040392044,0.006119951040392044,0.005025125628141187,0.006180469715698766,0.005740528128588177,0.0051177072671446285,0.00518134715025938,0.004878048780488099,0.0037965072133639343,0.0043066322136092175,0.004329004329004591,0.0036900369003692274,0.0035893754486721473,0.0037174721189593327,0.0036310820624548303,0.0037622272385254333,0.0036873156342185124,0.006119951040392044,0.0014760147601477142,0.0014760147601477142,0.0014760147601477142,0.0014760147601477142,0.0014760147601477142,0.006119951040392044
28-Nov-2011 10:24:00,28-Nov-2011 10:24:59,idle,0.43247025892232327,0.0038560411311054873,0.0025773195876287545,0.002212389380530966,0.0007380073800737983,0.007926023778071731,0.004792332268370845,0.005235602094241097,0.00806451612903266,0.006593406593406921,0.006772009029345709,0.004424778761062168,0.004834810636583641,0.004460966542751151,0.004590665646518974,0.007662835249042528,0.007343941248470375,0.007343941248470375,0.007343941248470375,0.007343941248470375,0.007343941248470375,0.007343941248470375,0.007343941248470375,0.006281407035176358,0.00741656365883844,0.006888633754305739,0.006141248720573488,0.006217616580311189,0.0058536585365856555,0.004555808656036673,0.005167958656331006,0.005194805194805453,0.0044280442804430255,0.004307250538406531,0.0044609665427511516,0.00435729847494575,0.004514672686230472,0.004424778761062168,0.007343941248470375,0.0022140221402215123,0.0022140221402215123,0.0022140221402215123,0.0022140221402215123,0.0022140221402215123,0.007343941248470375
28-Nov-2011 10:32:00,28-Nov-2011 10:32:59,takeShower,0.4380685794261721,0.014138817480719846,0.012886597938144184,0.0058997050147492425,0.005904059040590387,0.01849405548216681,0.011182108626198298,0.012216404886562188,0.018817204301075634,0.015384615384615682,0.015801354401806172,0.01032448377581141,0.011281224818694818,0.010408921933085702,0.010711553175210612,0.01787994891443202,0.01713586291309702,0.01713586291309702,0.01713586291309702,0.01713586291309702,0.01713586291309702,0.01713586291309702,0.01713586291309702,0.016331658291457725,0.017305315203955833,0.016073478760046236,0.01432958034800437,0.014507772020725666,0.013658536585366114,0.010630220197418579,0.012058570198105314,0.012121212121212355,0.010332103321033412,0.0100502512562816,0.010408921933085704,0.010167029774873108,0.01053423626787078,0.01032448377581141,0.01713586291309702,0.008118081180811898,0.008118081180811898,0.008118081180811898,0.008118081180811898,0.008118081180811898,0.01713586291309702
28-Nov-2011 10:33:00,28-Nov-2011 10:33:59,takeShower,0.4387683694891532,0.01542416452442164,0.014175257731958612,0.006637168141592898,0.006642066420664184,0.0013210039630118847,0.01198083067092673,0.013089005235602325,0.020161290322581005,0.016483516483516775,0.01693002257336373,0.011061946902655065,0.012087026591458716,0.01115241635687752,0.011476664116297068,0.019157088122605706,0.01835985312117535,0.01835985312117535,0.01835985312117535,0.01835985312117535,0.01835985312117535,0.01835985312117535,0.01835985312117535,1.0039712117215771e-16,0.0012360939431396742,0.017221584385763797,0.01535312180143323,0.015544041450777476,0.014634146341463672,0.011389521640091318,0.012919896640827102,0.012987012987013219,0.01107011070110721,0.010768126346015983,0.011152416356877522,0.010893246187364028,0.011286681715575819,0.011061946902655065,0.01835985312117535,1.1806961658367143e-16,0.008856088560885695,0.008856088560885695,0.008856088560885695,0.008856088560885695,0.01835985312117535
28-Nov-2011 10:34:00,28-Nov-2011 10:34:59,prepareBreakfast,0.4394681595521343,0.016709511568123437,0.015463917525773042,0.007374631268436553,0.007380073800737983,0.0013210039630118847,0.012779552715655161,0.013961605584642461,0.021505376344086377,0.01758241758241787,0.018058690744921287,0.011799410029498721,0.012892828364222612,0.011895910780669339,0.012241775057383523,0.020434227330779393,0.01958384332925368,0.01958384332925368,0.01958384332925368,0.01958384332925368,0.01958384332925368,0.01958384332925368,0.01958384332925368,0.0012562814070352715,0.0024721878862793483,0.01836969001148136,0.01637666325486209,0.016580310880829285,0.015609756097561229,0.012148823082764056,0.01378122308354889,0.013852813852814082,0.01180811808118101,0.011486001435750367,0.011895910780669343,0.011619462599854946,0.012039127163280856,0.011799410029498721,0.01958384332925368,1.1806961658367143e-16,0.009594095940959493,0.009594095940959493,0.009594095940959493,0.009594095940959493,0.01958384332925368
28-Nov-2011 10:37:00,28-Nov-2011 10:37:59,prepareBreakfast,0.44156752974107766,0.02056555269922882,0.01932989690721633,0.009587020648967519,0.009594095940959379,0.005284015852047539,0.0023961661341852947,0.002617801047120409,0.025537634408602492,0.020879120879121155,0.02144469525959396,0.014011799410029686,0.015310233682514305,0.014126394052044796,0.014537107880642887,0.024265644955300453,0.023255813953488674,0.023255813953488674,0.023255813953488674,0.023255813953488674,0.023255813953488674,0.023255813953488674,0.023255813953488674,0.005025125628140784,0.00618046971569837,0.021814006888634045,0.019447287615148672,0.019689119170984714,0.0185365853658539,0.014426727410782271,0.016365202411714255,0.01645021645021667,0.014022140221402404,0.013639626704953518,0.0141263940520448,0.013798111837327705,0.014296463506395973,0.014011799410029686,0.023255813953488674,0.0022140221402215123,0.011808118081180888,0.011808118081180888,0.011808118081180888,0.011808118081180888,0.023255813953488674
