start,end,activity,BedPressureBedroom_1,BasinPIRBathroom_3,ToiletFlushBathroom_4,ShowerPIRBathroom_5,FridgeMagneticKitchen_6,CupboardMagneticKitchen_7,MicrowaveElectricKitchen_10,SeatPressureLiving_11,MaindoorMagneticEntrance_12,DoorPIRLiving_13,DoorPIRKitchen_14,DoorPIRBedroom_15,one_hot_0,one_hot_1,one_hot_2,one_hot_3,one_hot_4,one_hot_5,one_hot_6,one_hot_7,one_hot_8,one_hot_9,one_hot_10,one_hot_11,one_hot_12,one_hot_13,one_hot_14,one_hot_15,one_hot_16,one_hot_17,one_hot_18,one_hot_19,one_hot_20,one_hot_21,one_hot_22,one_hot_23,one_hot_24,unary_0,unary_1,unary_2,unary_3,unary_4,unary_5,unary_6,time_of_the_day
12-Nov-2012 00:21:00,12-Nov-2012 00:21:59,watchTV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041637261820748166,0.0,0.0,0.0,0.0,0.04335260115606936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042313117066290554,0.041637261820748166,0.041637261820748166,0.041637261820748166,0.043478260869565334,0.043478260869565334,0.0,0.0
12-Nov-2012 00:22:00,12-Nov-2012 00:22:59,watchTV,0.0,0.0006954102920723201,0.0006958942240779376,0.0011990407673860865,0.0007137758743754435,0.0007680491551459265,0.0007235890014471752,1.12865446155741e-16,0.000747943156320117,0.000694927032661568,0.0007032348804500678,0.0006954102920723201,0.0007225433526011535,0.00074128984432913,0.0008873114463176545,0.0007117437722419903,0.0007052186177715068,0.0007117437722419903,0.0007117437722419903,0.0007052186177715068,0.0007117437722419903,0.0007117437722419903,0.001239157372986365,0.0011547344110854462,0.0013210039630118843,0.0009551098376313243,0.0010373443983402453,0.000956937799043059,0.0008136696501220475,0.0009293680297397737,0.0008203445447087748,0.0008389261744966412,0.0007117437722419903,0.0007380073800737982,0.0007057163020465748,0.0007052186177715068,0.0007057163020465748,0.0007052186177715068,1.12865446155741e-16,1.12865446155741e-16,1.12865446155741e-16,1.1785277614917433e-16,1.1785277614917433e-16,0.0007052186177715068,8.691873098652517e-05
12-Nov-2012 00:23:00,12-Nov-2012 00:23:59,idle,0.0,0.0013908205841446403,0.0013917884481558752,0.002398081534772173,0.001427551748750887,0.001536098310291853,0.0014471780028943505,1.12865446155741e-16,0.001495886312640234,0.000694927032661568,0.0014064697609001357,0.0013908205841446403,0.001445086705202307,0.00148257968865826,0.001774622892635309,0.0014234875444839807,0.0014104372355430135,0.0014234875444839807,0.0014234875444839807,0.0014104372355430135,0.0014234875444839807,0.0014234875444839807,0.00247831474597273,0.0023094688221708924,0.0026420079260237686,0.0019102196752626486,0.0020746887966804906,0.001913875598086118,0.001627339300244095,0.0018587360594795473,0.0016406890894175496,0.0016778523489932825,0.0014234875444839807,0.0014760147601475964,0.0014114326040931496,0.0014104372355430135,0.0014114326040931496,0.0014104372355430135,1.12865446155741e-16,1.12865446155741e-16,1.12865446155741e-16,1.1785277614917433e-16,1.1785277614917433e-16,0.0014104372355430135,8.691873098652517e-05
12-Nov-2012 00:24:00,12-Nov-2012 00:24:59,watchTV,0.0,0.002086230876216967,0.00208768267223382,0.003597122302158272,0.0021413276231263376,0.002304147465437787,0.002170767004341533,0.0007057163020466944,0.0022438294689603585,0.000694927032661575,0.0007032348804500748,0.002086230876216967,0.0021676300578034676,0.002223869532987397,0.0026619343389529724,0.0021352313167259784,0.0021156558533145273,0.0021352313167259784,0.0021352313167259784,0.0021156558533145273,0.0021352313167259784,0.0021352313167259784,0.003717472118959107,0.00346420323325635,0.003963011889035666,0.0028653295128939823,0.0031120331950207462,0.0028708133971291866,0.0024410089503661505,0.0027881040892193303,0.0024610336341263327,0.0025167785234899323,0.0021352313167259784,0.0022140221402214017,0.0021171489061397315,0.0021156558533145273,0.0021171489061397315,0.0021156558533145273,0.0007057163020466944,0.0007057163020466944,0.0007057163020466944,0.0007369196757554653,0.0007369196757554653,0.0021156558533145273,8.691873098653211e-05
12-Nov-2012 00:42:00,12-Nov-2012 00:42:59,watchTV,0.0,0.014603616133518774,0.01461377870563674,0.025179856115107906,0.014989293361884367,0.016129032258064512,0.015195369030390734,0.013408609738885082,0.015706806282722512,0.01250868658790827,0.01336146272855134,0.014603616133518774,0.015173410404624277,0.015567086730911783,0.018633540372670808,0.01494661921708185,0.014809590973201692,0.01494661921708185,0.01494661921708185,0.014809590973201692,0.01494661921708185,0.01494661921708185,0.026022304832713755,0.024249422632794455,0.027741083223249665,0.02005730659025788,0.021784232365145227,0.02009569377990431,0.017087062652563056,0.019516728624535313,0.01722723543888433,0.01761744966442953,0.01494661921708185,0.015498154981549815,0.014820042342978122,0.014809590973201692,0.014820042342978122,0.014809590973201692,0.013408609738885082,0.013408609738885082,0.013408609738885082,0.014001473839351634,0.014001473839351634,0.014809590973201692,0.011907866145154282
12-Nov-2012 00:43:00,12-Nov-2012 00:43:59,watchTV,0.0,0.015299026425591104,0.015309672929714689,0.026378896882494014,0.01570306923625982,0.016897081413210453,0.01591895803183792,1.233822072288504e-16,0.01645474943904264,0.0006949270326615784,0.0007032348804500784,0.015299026425591104,0.0007225433526011643,0.0007412898443291411,0.019520851818988477,0.01565836298932385,0.01551480959097321,0.01565836298932385,0.01565836298932385,0.01551480959097321,0.01565836298932385,0.01565836298932385,0.02726146220570014,0.02540415704387992,0.029062087186261572,0.02101241642788922,0.02282157676348549,0.021052631578947382,0.01790073230268512,0.020446096654275103,0.018047579983593118,0.018456375838926183,0.01565836298932385,0.016236162361623625,0.01552575864502471,0.01551480959097321,0.01552575864502471,0.01551480959097321,1.233822072288504e-16,0.014114326040931668,0.014114326040931668,0.014738393515106986,0.014738393515106986,0.01551480959097321,8.691873098653558e-05
12-Nov-2012 00:45:00,12-Nov-2012 00:45:59,idle,0.0,0.016689847009735744,0.016701461377870562,0.02877697841726618,0.017130620985010708,0.018433179723502304,0.01736613603473227,0.0007057163020466838,0.01795063575168287,0.0013898540653231326,0.0021097046413502104,0.016689847009735744,0.0021676300578034676,0.002223869532987397,0.021295474711623782,0.01708185053380783,0.01692524682651622,0.01708185053380783,0.01708185053380783,0.01692524682651622,0.01708185053380783,0.01708185053380783,0.029739776951672865,0.027713625866050806,0.031704095112285335,0.022922636103151865,0.024896265560165977,0.022966507177033496,0.01952807160292921,0.02230483271375465,0.019688269073010665,0.020134228187919462,0.01708185053380783,0.01771217712177122,0.016937191249117856,0.01692524682651622,0.016937191249117856,0.01692524682651622,0.0007057163020466838,0.015525758645024814,0.015525758645024814,0.016212232866617663,0.016212232866617663,0.01692524682651622,0.00078226857887874
12-Nov-2012 00:47:00,12-Nov-2012 00:47:59,idle,0.0,0.018080667593880387,0.01809324982602644,0.031175059952038363,0.018558172733761598,0.019969278033794162,0.018813314037626625,0.0021171489061398404,0.019446522064323114,0.001389854065323143,0.003516174402250353,0.018080667593880387,0.003612716763005782,0.0037064492216456646,0.0230700976042591,0.018505338078291817,0.01833568406205924,0.018505338078291817,0.018505338078291817,0.01833568406205924,0.018505338078291817,0.018505338078291817,0.032218091697645605,0.03002309468822171,0.034346103038309116,0.02483285577841452,0.026970954356846474,0.02488038277511962,0.02115541090317331,0.024163568773234202,0.02132895816242822,0.02181208053691275,0.018505338078291817,0.019188191881918823,0.01834862385321101,0.01833568406205924,0.01834862385321101,0.01833568406205924,0.0021171489061398404,0.016937191249117967,0.016937191249117967,0.01768607221812835,0.01768607221812835,0.01833568406205924,0.0007822685788787504
12-Nov-2012 00:49:00,12-Nov-2012 00:49:59,grooming,0.0,0.019471488178025027,0.019485038274182315,0.03357314148681054,0.019985724482512485,0.021505376344086013,0.020260492040520977,0.003528581510232989,0.020942408376963345,0.002779708130646279,0.004922644163150488,0.0013908205841446403,0.005057803468208089,0.005189028910303924,0.024844720496894408,0.019928825622775797,0.019746121297602254,0.019928825622775797,0.019928825622775797,0.019746121297602254,0.019928825622775797,0.019928825622775797,0.034696406443618336,0.0323325635103926,0.03698811096433288,0.026743075453677167,0.029045643153526965,0.02679425837320574,0.022782750203417405,0.026022304832713748,0.02296964725184577,0.023489932885906034,0.019928825622775797,0.02066420664206642,0.01976005645730416,0.019746121297602254,0.01976005645730416,0.019746121297602254,0.003528581510232989,0.018348623853211118,0.018348623853211118,0.01915991156963903,0.01915991156963903,0.019746121297602254,0.0007822685788787435
12-Nov-2012 00:50:00,12-Nov-2012 00:50:59,watchTV,0.0,0.0006954102920723271,0.02018093249826026,0.03477218225419664,0.02069950035688794,0.02227342549923195,0.02098408104196816,0.004234297812279571,0.021690351533283473,0.003474635163307854,0.0056258790436005636,0.0006954102920723271,0.005780346820809249,0.005930318754633062,0.025732031943212073,0.020640569395017797,0.02045133991537377,0.020640569395017797,0.020640569395017797,0.02045133991537377,0.020640569395017797,0.020640569395017797,0.03593556381660472,0.03348729792147806,0.03830911492734478,0.027698185291308505,0.030082987551867224,0.02775119617224881,0.023596419853539465,0.026951672862453535,0.023789991796554555,0.024328859060402688,0.020640569395017797,0.021402214022140226,0.020465772759350746,0.02045133991537377,0.020465772759350746,0.02045133991537377,0.004234297812279571,0.019054340155257702,0.019054340155257702,0.01989683124539438,0.01989683124539438,0.02045133991537377,8.691873098653211e-05
