start,end,activity,time_of_the_day,Microwave_1,Hall-ToiletDoor_5,Hall-BathroomDoor_6,CupsCupboard_7,Fridge_8,PlatesCupboard_9,Frontdoor_12,Dishwasher_13,ToiletFlush_14,Freezer_17,PansCupboard_18,Washingmachine_20,GroceriesCupboard_23,Hall-BedroomDoor_24,one_hot_0,one_hot_1,one_hot_2,one_hot_3,one_hot_4,one_hot_5,one_hot_6,one_hot_7,one_hot_8,one_hot_9,one_hot_10,one_hot_11,one_hot_12,one_hot_13,one_hot_14,one_hot_15,one_hot_16,one_hot_17,one_hot_18,one_hot_19,one_hot_20,one_hot_21,one_hot_22,one_hot_23,one_hot_24,unary_0,unary_1,unary_2,unary_3,unary_4,unary_5,unary_6
25-Feb-2008 00:19:00,25-Feb-2008 00:19:59,brushTeeth,0.01320361362056984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04193319118692256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,0.0
25-Feb-2008 00:22:00,25-Feb-2008 00:22:59,goToBed,0.015288394718554548,0.002169197396963121,0.0020862308762169654,0.0020862308762169654,0.0020949720670391044,0.0020949720670391044,0.002159827213822892,0.0021052631578947346,0.0021660649819494563,0.0020847810979847093,0.002170767004341531,0.0021246458923512724,0.002096436058700207,0.002352941176470586,0.002199413489736068,0.0014214641080313008,0.002153625269203156,0.0021141649048625768,0.002153625269203156,0.0021141649048625768,0.002153625269203156,0.002153625269203156,0.002138275124732713,0.002153625269203156,0.002153625269203156,0.0021929824561403486,0.002138275124732713,0.0021231422505307834,0.0021231422505307834,0.0021141649048625768,0.0021141649048625768,0.0021141649048625768,0.0024630541871921152,0.0021097046413502086,0.0024489795918367324,0.0022371364653243826,0.0021352313167259766,0.002133712660028447,0.0020891364902506943,0.0020891364902506943,0.002112676056338026,0.002087682672233818,0.002087682672233818,0.002108222066057623,0.002108222066057623,0.002108222066057623,0.002138275124732713
25-Feb-2008 09:32:00,25-Feb-2008 09:32:59,goToBed,0.3974982626824183,0.39985538684020233,0.38456189151599435,0.38456189151599435,0.3861731843575419,0.3861731843575419,0.39812814974802013,0.3880701754385964,0.3992779783393501,0.3842946490618484,0.40014471780028926,0.3916430594900849,0.3864430468204052,0.4337254901960784,0.4032258064516128,0.3923240938166311,0.39698492462311546,0.38971106412966866,0.39698492462311546,0.38971106412966866,0.39698492462311546,0.39698492462311546,0.39415538132573047,0.39698492462311546,0.39698492462311546,0.4042397660818713,0.39415538132573047,0.3913658881811748,0.3913658881811748,0.38971106412966866,0.38971106412966866,0.38971106412966866,0.454022988505747,0.3888888888888888,0.4514285714285714,0.4123788217747949,0.393594306049822,0.3933143669985774,0.38509749303621166,0.38509749303621166,0.3894366197183098,0.3848295059151008,0.3848295059151008,0.3886156008432888,0.3886156008432888,0.3886156008432888,0.39415538132573047
25-Feb-2008 09:35:00,25-Feb-2008 09:35:59,idle,0.39958304378040305,0.4020245842371655,0.3866481223922114,0.3866481223922114,0.38826815642458107,0.38826815642458107,0.40028797696184315,0.39017543859649123,0.4014440433212997,0.3863794301598332,0.4023154848046309,0.3937677053824362,0.3885394828791055,0.4360784313725491,0.002199413489736121,0.0014214641080313524,0.39913854989231873,0.3918252290345313,0.39913854989231873,0.3918252290345313,0.39913854989231873,0.39913854989231873,0.39629365645046327,0.39913854989231873,0.39913854989231873,0.002192982456140402,0.39629365645046327,0.3934890304317057,0.3934890304317057,0.3918252290345313,0.3918252290345313,0.3918252290345313,0.45648604269293924,0.39099859353023914,0.4538775510204082,0.4146159582401194,0.3957295373665481,0.395448079658606,0.38718662952646243,0.38718662952646243,0.3915492957746479,0.0020876826722338684,0.0020876826722338684,0.0021082220660576735,0.0021082220660576735,0.0021082220660576735,0.39629365645046327
25-Feb-2008 09:36:00,25-Feb-2008 09:36:59,idle,0.4002779708130646,0.4027476500361532,0.3873435326842837,0.3873435326842837,0.3889664804469274,0.3889664804469274,0.4010079193664507,0.3908771929824561,0.40216606498194946,0.3870743571924948,0.40303907380607806,0.3944759206798866,0.38923829489867223,0.4368627450980393,0.0007331378299120207,0.002132196162046986,0.39985642498205304,0.3925299506694855,0.39985642498205304,0.3925299506694855,0.39985642498205304,0.39985642498205304,0.39700641482537413,0.39985642498205304,0.39985642498205304,0.002923976608187183,0.39700641482537413,0.3941967445152159,0.3941967445152159,0.3925299506694855,0.3925299506694855,0.3925299506694855,0.45730706075533656,0.3917018284106891,0.4546938775510204,0.4153616703952275,0.39644128113879007,0.39615931721194875,0.387883008356546,0.387883008356546,0.39225352112676054,0.0006958942240779376,0.0006958942240779376,0.0007027406886858724,0.0007027406886858724,0.0007027406886858724,0.39700641482537413
25-Feb-2008 09:37:00,25-Feb-2008 09:37:59,useToilet,0.40097289784572626,0.40347071583514094,0.0006954102920723757,0.38803894297635605,0.3896648044692738,0.3896648044692738,0.4017278617710584,0.3915789473684211,0.4028880866425993,0.3877692842251564,0.40376266280752526,0.3951841359773371,0.38993710691823896,0.4376470588235295,0.0014662756598241003,0.002842928216062676,0.40057430007178746,0.3932346723044397,0.40057430007178746,0.3932346723044397,0.40057430007178746,0.40057430007178746,0.3977191732002851,0.40057430007178746,0.40057430007178746,0.0036549707602340224,0.3977191732002851,0.3949044585987262,0.3949044585987262,0.3932346723044397,0.3932346723044397,0.3932346723044397,0.458128078817734,0.3924050632911393,0.45551020408163273,0.41610738255033564,0.39715302491103205,0.3968705547652916,0.38857938718662954,0.38857938718662954,0.39295774647887327,0.0013917884481559307,0.0013917884481559307,0.001405481377371801,0.001405481377371801,0.001405481377371801,0.3977191732002851
25-Feb-2008 09:38:00,25-Feb-2008 09:38:59,useToilet,0.40166782487838776,0.4041937816341286,0.0013908205841446403,0.0006954102920722645,0.39036312849162014,0.39036312849162014,0.402447804175666,0.39228070175438595,0.40361010830324906,0.0006949270326615125,0.4044862518089724,0.39589235127478745,0.3906359189378057,0.43843137254901965,0.0021994134897360624,0.003553660270078253,0.4012921751615218,0.39393939393939387,0.4012921751615218,0.39393939393939387,0.4012921751615218,0.4012921751615218,0.39843193157519596,0.4012921751615218,0.4012921751615218,0.004385964912280745,0.39843193157519596,0.3956121726822364,0.3956121726822364,0.39393939393939387,0.39393939393939387,0.39393939393939387,0.4589490968801313,0.39310829817158927,0.45632653061224493,0.41685309470544374,0.39786476868327403,0.3975817923186344,0.3892757660167131,0.3892757660167131,0.3936619718309859,0.0020876826722338124,0.0020876826722338124,0.0021082220660576176,0.0021082220660576176,0.0021082220660576176,0.39843193157519596
25-Feb-2008 09:48:00,25-Feb-2008 09:48:59,idle,0.40861709520500344,0.41142443962400566,0.006954102920723201,0.007649513212795465,0.39734636871508383,0.39734636871508383,0.40964722822174227,0.39929824561403504,0.41083032490974725,0.00694927032661568,0.4117221418234442,0.4029745042492917,0.397624039133473,0.4462745098039216,0.00953079178885627,0.010660980810234588,0.40847092605886565,0.4009866102889358,0.40847092605886565,0.4009866102889358,0.40847092605886565,0.40847092605886565,0.40555951532430495,0.40847092605886565,0.40847092605886565,0.011695906432748556,0.40555951532430495,0.402689313517339,0.402689313517339,0.4009866102889358,0.4009866102889358,0.4009866102889358,0.467159277504105,0.40014064697609,0.46448979591836737,0.424310216256525,0.40498220640569393,0.4046941678520625,0.3962395543175487,0.3962395543175487,0.40070422535211264,0.009046624913013189,0.009046624913013189,0.009135628952916341,0.009135628952916341,0.009135628952916341,0.40555951532430495
25-Feb-2008 09:49:00,25-Feb-2008 09:49:59,prepareBreakfast,0.409312022237665,0.41214750542299344,0.007649513212795521,0.0006954102920723201,0.3980446927374302,0.3980446927374302,0.4103671706263499,0.39999999999999997,0.4115523465703971,0.007644197359277248,0.4124457308248914,0.4036827195467422,0.3983228511530398,0.44705882352941184,0.010263929618768292,0.011371712864250223,0.40918880114860007,0.40169133192389,0.40918880114860007,0.40169133192389,0.40918880114860007,0.40918880114860007,0.4062722736992159,0.40918880114860007,0.40918880114860007,0.012426900584795337,0.4062722736992159,0.4033970276008493,0.4033970276008493,0.40169133192389,0.40169133192389,0.40169133192389,0.46798029556650245,0.4008438818565401,0.4653061224489796,0.42505592841163314,0.40569395017793597,0.4054054054054054,0.3969359331476323,0.3969359331476323,0.4014084507042254,0.0006958942240779376,0.009742519137091126,0.009838369641602214,0.009838369641602214,0.009838369641602214,0.4062722736992159
25-Feb-2008 09:50:00,25-Feb-2008 09:50:59,prepareBreakfast,0.41000694927032655,0.0007230657989877052,0.00834492350486784,0.0013908205841446403,0.3987430167597765,0.0006983240223463664,0.0007199424046076289,0.40070175438596484,0.41227436823104685,0.008339124391938816,0.41316931982633853,0.40439093484419253,0.3990216631726065,0.447843137254902,0.010997067448680311,0.012082444918265857,0.40990667623833443,0.40239605355884417,0.40990667623833443,0.40239605355884417,0.40990667623833443,0.40990667623833443,0.4069850320741268,0.40990667623833443,0.40990667623833443,0.013157894736842118,0.4069850320741268,0.4041047416843595,0.4041047416843595,0.40239605355884417,0.40239605355884417,0.40239605355884417,0.46880131362889976,0.4015471167369901,0.4661224489795918,0.42580164056674125,0.4064056939501779,0.40611664295874816,0.39763231197771587,0.39763231197771587,0.402112676056338,0.0006958942240779376,0.010438413361169064,0.010541110330288086,0.010541110330288086,0.010541110330288086,0.4069850320741268
25-Feb-2008 09:51:00,25-Feb-2008 09:51:59,prepareBreakfast,0.41070187630298816,0.0014461315979754103,0.00904033379694016,0.00208623087621696,0.39944134078212296,0.0006983240223463664,0.0007199424046076289,0.4014035087719298,0.41299638989169674,0.009034051424600384,0.41389290882778573,0.405099150141643,0.39972047519217324,0.0007843137254901934,0.011730205278592332,0.01279317697228149,0.41062455132806885,0.4031007751937984,0.41062455132806885,0.4031007751937984,0.41062455132806885,0.41062455132806885,0.4076977904490377,0.41062455132806885,0.41062455132806885,0.0138888888888889,0.4076977904490377,0.40481245576786984,0.40481245576786984,0.4031007751937984,0.4031007751937984,0.4031007751937984,0.46962233169129713,0.4022503516174402,0.46693877551020413,0.4265473527218494,0.40711743772241993,0.406827880512091,0.3983286908077994,0.3983286908077994,0.40281690140845067,0.0013917884481558752,0.011134307585247001,0.011243851018973959,0.011243851018973959,0.011243851018973959,0.4076977904490377
