start,end,activity,time_of_the_day,ToiletDoor_1,Fridge_3,GroceriesCupboard_5,ToiletFlush_6,Frontdoor_7,PlatesCupboard_9,BedroomDoor_10,BedPressureRight_12,BedPressureLeft_13,CutleryDrawer_14,StoveLid_15,BedroomMovement_16,BedroomDresser_18,BathroomPIR_19,PianoSeatPressure_20,SinkFloat_21,ServerNookSeatPressure_22,BalconyDoor_24,KitchenWindow_25,Toaster_26,Microwave_27,KitchenPIR_28,one_hot_0,one_hot_1,one_hot_2,one_hot_3,one_hot_4,one_hot_5,one_hot_6,one_hot_7,one_hot_8,one_hot_9,one_hot_10,one_hot_11,one_hot_12,one_hot_13,one_hot_14,one_hot_15,one_hot_16,one_hot_17,one_hot_18,one_hot_19,one_hot_20,one_hot_21,one_hot_22,one_hot_23,one_hot_24,unary_0,unary_1,unary_2,unary_3,unary_4,unary_5,unary_6
24-Jul-2009 16:46:00,24-Jul-2009 16:46:59,leaveHouse,0.6988873435326842,0.041637261820748166,0.04309715120525943,0.05876494023904382,0.04208273894436526,0.042263610315186356,0.04383358098068362,0.04154929577464795,0.04137447405329599,0.041143654114365574,0.04275362318840591,0.04424778761061947,0.04204625087596356,0.04157857646229745,0.04216444132115249,0.04114365411436546,0.042796005706134094,0.04441154700222058,0.04424778761061947,0.0455246913580247,0.044543429844097995,0.055555555555555636,0.041143654114365574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049747048903878585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05876494023904382,0.0,0.0,0.0,0.0,0.0,0.0
24-Jul-2009 17:06:00,24-Jul-2009 17:06:59,leaveHouse,0.7127955493741308,0.013408609738885142,0.013878743608473519,0.018924302788844712,0.013552068473609256,0.013610315186246596,0.014115898959881315,0.013380281690140968,0.013323983169705591,0.013249651324965361,0.013768115942029169,0.014749262536873222,0.014015416958654582,0.01338971106412979,0.01405481377371756,0.01324965132496525,0.014265335235378094,0.01480384900074026,0.014749262536873222,0.014660493827160566,0.01484780994803273,0.017890772128060423,0.013249651324965361,0.01428571428571435,0.014880952380952444,0.01564945226917065,0.01627339300244108,0.017331022530329365,0.01819836214740681,0.019212295869356473,0.020222446916076935,0.020429009193054234,0.020429009193054234,0.020429009193054234,0.014958863126402456,0.020429009193054234,0.016077170418006503,0.020429009193054234,0.015128593040847271,0.015015015015015079,0.016020236087689793,0.017761989342806473,0.01468428781204118,0.014503263234227765,0.014814814814814881,0.014771048744460918,0.014094432699083925,0.014074595355383598,0.018924302788844712,0.013937282229965217,0.01413427561837462,0.01467351430667651,0.01467351430667651,0.01467351430667651,0.019900497512437897
24-Jul-2009 17:07:00,24-Jul-2009 17:07:59,leaveHouse,0.7134909596662031,1.12865446155741e-16,1.1676857397668883e-16,0.019920318725099688,5.692061405548898e-17,1.1449174941446927e-16,1.1872013788716274e-16,5.637851296924623e-17,5.605325231750058e-17,0.013947001394700365,1.1590121223870042e-16,0.0007374631268436552,0.0007007708479327235,5.637851296924623e-17,0.014757554462403432,5.572799166575493e-17,0.000713266761768899,0.0007401924500370071,0.015486725663716876,0.01543209876543217,0.0007423904974016306,7.524363077049401e-17,1.6718397499726478e-16,0.015000000000000062,0.015625000000000062,0.016431924882629175,0.01708706265256313,0.018197573656845826,0.019108280254777146,0.020172910662824287,0.02123356926188077,0.021450459652706935,0.021450459652706935,0.021450459652706935,0.01570680628272257,0.021450459652706935,0.01688102893890682,0.021450459652706935,0.015885022692889626,0.015765765765765827,0.01686340640809451,0.018650088809946792,0.015418502202643233,0.015228426395939146,0.01555555555555562,0.01550960118168396,0.014799154334038115,0.014778325123152771,0.019920318725099688,0.0006968641114982553,0.014840989399293346,0.015407190022010329,0.015407190022010329,0.015407190022010329,0.020895522388059785
24-Jul-2009 17:08:00,24-Jul-2009 17:08:59,leaveHouse,0.7141863699582754,0.0007057163020466875,0.0007304601899197635,0.020916334661354667,0.000713266761768956,0.0007163323782236075,0.0007429420505201754,0.0007042253521127301,0.0007012622720898151,0.01464435146443537,0.0007246376811595336,0.0014749262536873104,0.0007007708479327235,0.000704721634954247,0.015460295151089303,0.0006973500697350601,0.001426533523537798,0.0014803849000740142,0.01622418879056053,0.016203703703703772,0.0014847809948032612,0.0009416195856874541,0.0006973500697351715,0.015714285714285774,0.01636904761904768,0.0172143974960877,0.017900732302685175,0.01906412478336229,0.02001819836214748,0.021133525456292105,0.02224469160768461,0.02247191011235964,0.02247191011235964,0.02247191011235964,0.01645474943904269,0.02247191011235964,0.01768488745980714,0.02247191011235964,0.016641452344931987,0.016516516516516574,0.01770657672849923,0.019538188277087108,0.016152716593245287,0.01595358955765053,0.016296296296296357,0.016248153618907,0.015503875968992305,0.015482054890921946,0.020916334661354667,0.0006968641114982553,0.01554770318021207,0.01614086573734415,0.01614086573734415,0.01614086573734415,0.021890547263681674
24-Jul-2009 17:11:00,24-Jul-2009 17:11:59,leaveHouse,0.7162726008344924,0.0028228652081864107,0.0029218407596787034,0.023904382470119594,0.0028530670470756536,0.0028653295128940864,0.0029717682020803456,0.0028169014084507508,0.002805049088359092,0.01673640167364038,0.0028985507246377866,0.003687315634218276,0.0021023125437981704,0.002818886539816819,0.01756851721714692,0.0027894002789400733,0.003566333808844495,0.0037009622501850354,0.018436578171091497,0.01851851851851858,0.003711952487008153,0.003766478342749591,0.002789400278940185,0.017857142857142908,0.018601190476190528,0.01956181533646328,0.020341741253051316,0.021663778162911672,0.022747952684258478,0.02401536983669555,0.02527805864509613,0.02553626149131775,0.02553626149131775,0.02553626149131775,0.018698578908003038,0.02553626149131775,0.020096463022508095,0.02553626149131775,0.018910741301059058,0.018768768768768818,0.020236087689713387,0.02220248667850806,0.018355359765051444,0.018129079042784678,0.018518518518518573,0.01846381093057612,0.01761804087385488,0.01759324419422947,0.023904382470119594,0.0027874564459930214,0.017667844522968247,0.018341892883345607,0.018341892883345607,0.018341892883345607,0.024875621890547334
24-Jul-2009 17:12:00,24-Jul-2009 17:12:59,leaveHouse,0.7169680111265647,0.0035285815102329855,0.00365230094959835,0.02490039840637457,0.0035663338088445526,0.0035816618911175793,0.003714710252600402,0.0035211267605634246,0.0035063113604488516,0.017433751743375386,0.0036231884057972043,0.004424778761061931,0.0007007708479327235,0.003523608174771009,0.018271257905832793,0.0034867503486750774,0.004279600570613394,0.004441154700222042,0.01917404129793515,0.01929012345679018,0.004454342984409784,0.00470809792843697,0.003486750348675189,0.01857142857142862,0.019345238095238144,0.020344287949921807,0.021155410903173365,0.022530329289428132,0.023657870791628812,0.02497598463016337,0.026289180990899965,0.026557711950970453,0.026557711950970453,0.026557711950970453,0.019446522064323155,0.026557711950970453,0.02090032154340841,0.026557711950970453,0.019667170953101415,0.019519519519519565,0.021079258010118104,0.023090586145648375,0.0190895741556535,0.01885424220449606,0.01925925925925931,0.01920236336779916,0.018322762508809067,0.01829697396199864,0.02490039840637457,0.0034843205574912766,0.01837455830388697,0.019075568598679427,0.019075568598679427,0.019075568598679427,0.025870646766169222
24-Jul-2009 17:13:00,24-Jul-2009 17:13:59,leaveHouse,0.717663421418637,0.00423429781227956,0.004382761139517996,0.02589641434262955,0.004279600570613452,0.004297994269341073,0.004457652303120459,0.004225352112676098,0.004207573632538611,0.01813110181311039,0.0043478260869566215,0.005162241887905586,0.0007007708479327235,0.0042283298097251995,0.018973998594518666,0.004184100418410081,0.004992867332382293,0.005181347150259049,0.01991150442477881,0.020061728395061783,0.005196733481811414,0.005649717514124349,0.004184100418410193,0.019285714285714333,0.02008928571428576,0.021126760563380333,0.02196908055329541,0.023396880415944597,0.024567788898999146,0.025936599423631183,0.027300303336703805,0.027579162410623158,0.027579162410623158,0.027579162410623158,0.020194465220643273,0.027579162410623158,0.021704180064308732,0.027579162410623158,0.020423600605143772,0.020270270270270313,0.021922428330522825,0.02397868561278869,0.019823788546255553,0.01957940536620744,0.02000000000000005,0.019940915805022198,0.01902748414376326,0.019000703729767816,0.02589641434262955,0.004181184668989531,0.019081272084805697,0.019809244314013246,0.019809244314013246,0.019809244314013246,0.026865671641791107
24-Jul-2009 17:14:00,24-Jul-2009 17:14:59,leaveHouse,0.7183588317107094,0.004940014114326135,0.005113221329437643,0.026892430278884525,0.004992867332382351,0.005014326647564566,0.0052005943536405155,0.004929577464788773,0.004908835904628369,0.018828451882845394,0.00507246376811604,0.005899705014749242,0.0007007708479327235,0.0049330514446793905,0.01967673928320454,0.004881450488145086,0.005706134094151192,0.005921539600296057,0.020648967551622464,0.020833333333333384,0.005939123979213045,0.0065913370998117275,0.004881450488145198,0.020000000000000042,0.020833333333333374,0.02190923317683886,0.02278275020341746,0.024263431542461057,0.025477707006369477,0.026897214217099,0.028311425682507642,0.028600612870275863,0.028600612870275863,0.028600612870275863,0.02094240837696339,0.028600612870275863,0.02250803858520905,0.028600612870275863,0.02118003025718613,0.02102102102102106,0.022765598650927543,0.024866785079929007,0.020558002936857604,0.020304568527918822,0.020740740740740785,0.02067946824224524,0.01973220577871745,0.01970443349753699,0.026892430278884525,0.0048780487804877875,0.019787985865724424,0.020542920029347066,0.020542920029347066,0.020542920029347066,0.027860696517412995
24-Jul-2009 17:29:00,24-Jul-2009 17:29:59,leaveHouse,0.7287899860917941,0.015525758645024755,0.016070124178232344,0.04183266932270917,0.015691868758915838,0.01575931232091696,0.016344725111441364,0.015492957746478875,0.015427769985974754,0.02928870292887046,0.015942028985507305,0.01696165191740407,0.010511562718990852,0.01550387596899225,0.030217849613492623,0.015341701534170154,0.016405135520684677,0.017024426350851163,0.03171091445427729,0.03240740740740742,0.017074981440237506,0.02071563088512241,0.015341701534170265,0.03071428571428572,0.03199404761904762,0.03364632237871675,0.034987794955248175,0.03726169844020798,0.039126478616924476,0.04130643611911624,0.04347826086956522,0.043922369765066416,0.043922369765066416,0.043922369765066416,0.03216155572176514,0.043922369765066416,0.03456591639871383,0.043922369765066416,0.032526475037821495,0.03228228228228228,0.035413153456998324,0.038188277087033755,0.0315712187958884,0.03118201595358956,0.03185185185185186,0.03175775480059084,0.030303030303030307,0.030260380014074606,0.04183266932270917,0.015331010452961617,0.030388692579505303,0.03154805575935436,0.03154805575935436,0.03154805575935436,0.0427860696517413
24-Jul-2009 17:30:00,24-Jul-2009 17:30:59,leaveHouse,0.7294853963838664,0.016231474947071327,0.01680058436815199,0.04282868525896415,0.016405135520684736,0.01647564469914045,0.01708766716196142,0.016197183098591552,0.016129032258064516,0.029986052998605465,0.016666666666666722,0.017699115044247725,0.0007007708479327235,0.01620859760394644,0.030920590302178495,0.016039051603905154,0.017118402282453576,0.017764618800888168,0.032448377581120944,0.03317901234567902,0.017817371937639135,0.02165725047080979,0.016039051603905265,0.03142857142857143,0.03273809523809524,0.03442879499217528,0.03580146460537022,0.03812824956672444,0.040036396724294813,0.04226705091258406,0.04448938321536906,0.044943820224719114,0.044943820224719114,0.044943820224719114,0.03290949887808526,0.044943820224719114,0.03536977491961415,0.044943820224719114,0.03328290468986385,0.03303303303303303,0.03625632377740304,0.03907637655417407,0.032305433186490456,0.03190717911530094,0.0325925925925926,0.03249630723781388,0.0310077519379845,0.03096410978184378,0.04282868525896415,0.0006968641114982553,0.031095406360424026,0.03228173147468818,0.03228173147468818,0.03228173147468818,0.04378109452736319
